Cand_Name,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Debt_Owed_By_Committee,Coverage_End_Date,Cand_Street_1,Cand_Street_2,Cand_City,Cand_State,Cand_Zip,Individual_Itemized_Contribution,Individual_Unitemized_Contribution,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,Cand_Contribution,Total_Contribution,Transfer_From_Other_Auth_Committee,Cand_Loan,Other_Loan,Total_Loan,Offsets_To_Operating_Expenditure,Offsets_To_Fundraising,Offsets_To_Leagal_Accounting,Other_Receipts,Operating_Expenditure,Exempt_Legal_Accounting_Disbursement,Fundraising_Disbursement,Transfer_To_Other_Auth_Committee,Cand_Loan_Repayment,Other_Loan_Repayment,Total_Loan_Repayment,Individual_Refund,Party_Committee_Refund,Other_Committee_Refund,Total_Contribution_Refund,Other_Disbursements,Net_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Debt_Owe_To_Committee,Coverage_Start_Date
"DESAULNIER, MARK",DEM,INCUMBENT,614783.75,566557.3,623590.85,0.0,10/16/2024,600 PENNSYLVANIA AVENUE SE,UNIT 15180,WASHINGTON,DC,20003,233407.65,34877.52,268285.17,344749.0,0.0,0.0,613034.17,0.0,0.0,0.0,0.0,1749.58,0.0,0.0,0.0,345221.9,0,0.0,0.0,0.0,0.0,0.0,2776.52,0.0,1500.0,4276.52,217058.88,608757.65,343472.32,575364.4,0.0,01/01/2023
"MACEWEN, DREW C",REP,OPEN,241963.67,198168.32,43795.35,0.0,10/16/2024,320 E DALBY RD,SUITE D,UNION,WA,98592,186342.46,36651.79,222994.25,6200.0,12740.0,0.0,241934.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.42,198168.32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241934.25,198168.32,0.0,0.0,10/01/2023
"BUTIEREZ, DANIEL",REP,CHALLENGER,69176.55,63231.28,5945.27,0.0,10/16/2024,1718 E SPEEDWAY BLVD,NUM 4200,TUCSON,AZ,85719,13549.39,10839.25,24388.64,1000.0,0.0,43787.91,69176.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63231.28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69176.55,63231.28,0.0,0.0,11/15/2023
"BERGMANN, CHARLOTTE",REP,CHALLENGER,54870.24,41801.79,6502.65,51650.56,10/16/2024,7857 CAPITAL PEAK LANE EAST,304,MEMPHIS,TN,38125,35812.28,10036.7,45848.98,0.0,0.0,9021.26,54870.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41801.79,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54870.24,41801.79,-8449.47,0.0,01/01/2023
"CARMICHAEL, ROBERT MARC",DEM,OPEN,119821.39,102015.29,17140.32,0.0,09/30/2024,3251 N PENNSYLVANIA STREET,APT C,INDIANAPOLIS,IN,46205,93586.39,19959.0,113545.39,0.0,616.0,1000.0,115161.39,0.0,0.0,0.0,0.0,4660.0,0.0,0.0,0.0,102015.29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115161.39,97355.29,0.0,0.0,07/01/2023
"ARMSTRONG, KELLY",REP,INCUMBENT,893118.45,1009172.23,161209.92,200000.0,09/30/2024,1515 BURNT BOAT DRIVE,"SUITE C, BOX 112",BISMARCK,ND,58503,245475.0,3518.87,248993.87,591731.16,0.0,0.0,840725.03,48381.7,0.0,0.0,0.0,2886.72,0.0,0.0,1125.0,654622.23,0,0.0,0.0,0.0,0.0,0.0,33350.0,0.0,36000.0,69350.0,285200.0,771375.03,651735.51,277263.7,0.0,01/01/2023
"TAHER, IBRA",REP,CHALLENGER,0.0,0.0,0.0,0.0,11/05/2024,3655 W 13TH AVE,APT 174,EUGENE,OR,97402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03/31/2023
"COLEMAN, BONNIE WATSON",DEM,INCUMBENT,905500.84,812502.95,161639.81,0.0,10/16/2024,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003,344361.0,33312.18,377673.18,527542.65,0.0,0.0,905215.83,0.0,0.0,0.0,0.0,285.01,0.0,0.0,0.0,650889.44,0,0.0,0.0,0.0,0.0,0.0,17693.51,0.0,1000.0,18693.51,142920.0,886522.32,650604.43,68641.92,0.0,01/01/2023
"BACKIE, ROBERT",REP,CHALLENGER,118736.5,90335.97,28400.53,95000.0,07/10/2024,14545 N FRANK L WRIGHT BLVD,UNIT 1027,SCOTTSDALE,AZ,85260,16096.87,1857.16,17954.03,0.0,0.0,25.0,17979.03,0.0,75000.0,20000.0,95000.0,5756.85,0.0,0.0,0.62,90231.97,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,17979.03,84475.12,0.0,0.0,01/01/2024
"ABRAHAM, SHELLY JOHN",DEM,CHALLENGER,20534.6,19514.49,9381.52,13607.9,12/31/2023,3470 MCCLURE BRIDGE RD,#3273,DULUTH,GA,30096,2100.0,1293.0,3393.0,0.0,0.0,2100.0,5493.0,0.0,15041.6,0.0,15041.6,0.0,0.0,0.0,0.0,17124.99,0,0.0,0.0,2389.5,0.0,2389.5,0.0,0.0,0.0,0.0,0.0,5493.0,17124.99,0.0,0.0,06/18/2023
"PICCININI, KATHERINE",REP,CHALLENGER,37458.28,34504.37,2953.91,7046.46,10/16/2024,1225 POPLAR DRIVE,P.O. BOX 602,OAKLEY,CA,94561,20203.0,14943.28,35146.28,0.0,0.0,0.0,35146.28,0.0,2312.0,0.0,2312.0,0.0,0.0,0.0,0.0,34504.37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35146.28,34504.37,0.0,0.0,07/01/2023
"JACKSON, E.W.",REP,CHALLENGER,126242.91,126242.91,0.0,0.0,02/26/2024,237 HANBURY RD E,STE 17 BOX 355,CHESAPEAKE,VA,23322,62261.0,21983.0,84242.91,0.0,0.0,3300.0,87542.91,0.0,38400.0,0.0,38400.0,300.0,0.0,0.0,0.0,118797.91,0,0.0,0.0,4045.0,0.0,4045.0,3400.0,0.0,0.0,3400.0,0.0,248920.14,336043.64,0.0,0.0,07/13/2023
"HILL, TERRI",DEM,OPEN,206275.82,206275.82,0.0,0.0,09/13/2024,9520 BERGER ROAD,SUITE 212,COLUMBIA,MD,21046,163168.57,32402.96,195571.53,8449.0,0.0,1689.29,205709.82,0.0,0.0,0.0,0.0,566.0,0.0,0.0,0.0,205775.82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,205709.82,205209.82,0.0,0.0,11/06/2023
"SMITH, SANDY",REP,CHALLENGER,947498.29,958876.75,1412.55,180983.66,09/30/2024,1444 JEFFREYS RD,STE 123,ROCKY MOUNT,NC,27804,259234.39,227398.4,486632.79,5000.0,0.0,0.0,491632.79,0.0,450000.0,0.0,450000.0,1218.37,0.0,0.0,4647.13,492824.75,0,0.0,0.0,446000.0,0.0,446000.0,20052.0,0.0,0.0,20052.0,0.0,471580.79,491606.38,12791.01,0.0,01/01/2023
"COURSER, AMY RYAN",REP,CHALLENGER,28536.51,28616.89,3.67,47342.04,09/30/2024,5434 RIVER RD N,#219,KEIZER,OR,97303,23205.47,5093.0,28298.47,0.0,0.0,0.0,28298.47,0.0,0.0,0.0,0.0,238.04,0.0,0.0,0.0,28616.89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28298.47,28378.85,84.05,0.0,01/01/2023
"JOHNSON, PERRY",REP,CHALLENGER,29704589.21,28803785.04,0.0,12255786.56,04/30/2024,755 W BIG BEAVER RD,#1300,TROY,MI,48084,121128.54,219289.19,340418.22,0.0,0.0,3802517.5,4142935.71,0.0,25561653.5,0.0,25561653.5,0.0,0.0,0.0,0.0,27727974.92,0,0.0,0.0,772109.44,0.0,772109.44,0.0,0.0,0.0,0.0,75783.25,15481140.6,107316372.9,0.0,0.0,01/01/2023
"BRADLEY, JAMES",REP,OPEN,195977.78,176130.14,19932.41,365.0,09/30/2024,30902 CLUB HOUSE DRIVE,#16 E,LAGUNA NIGUEL,CA,92677,55173.6,136681.39,191854.99,0.0,0.0,134.23,191989.22,0.0,1210.0,0.0,1210.0,1531.98,0.0,0.0,1246.58,171495.46,0,0.0,0.0,4306.6,0.0,4306.6,328.08,0.0,0.0,328.08,0.0,191661.14,169963.48,84.77,0.0,01/01/2023
"ANSTEAD, CHRIS",DEM,CHALLENGER,42447.58,42447.58,0.0,5431.15,03/31/2024,5737 KANAN ROAD,3142,AGOURA HILLS,CA,91301,11853.88,593.7,12447.58,0.0,0.0,0.0,12447.58,0.0,30000.0,0.0,30000.0,0.0,0.0,0.0,0.0,17878.73,0,0.0,0.0,24568.85,0.0,24568.85,0.0,0.0,0.0,0.0,0.0,12447.58,17878.73,0.0,0.0,10/01/2023
"JAIN, ASHWANI",DEM,OPEN,105163.51,109694.51,0.0,0.0,05/31/2024,554 SOUTH FREDERICK AVE,UNIT 433,GAITHERSBURG,MD,20877,65832.06,9331.45,75163.51,0.0,0.0,30000.0,105163.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106800.51,0,0.0,2894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105163.51,106800.51,0.0,0.0,07/01/2023
"JOSHI, JANAK",REP,CHALLENGER,243465.42,243465.42,0.0,0.0,09/05/2024,PO BOX 33358,11887 WASHINGTON ST,NORTHGLENN,CO,80233,46128.0,4816.0,50944.0,5000.0,0.0,3300.0,59244.0,0.0,175000.0,0.0,175000.0,9221.42,0.0,0.0,0.0,238865.32,0,0.0,0.0,4600.1,0.0,4600.1,0.0,0.0,0.0,0.0,0.0,59244.0,229643.9,0.0,0.0,01/01/2024
"HILL, TERRI",DEM,OPEN,206275.82,206275.82,0.0,0.0,09/13/2024,9520 BERGER ROAD,SUITE 212,COLUMBIA,MD,21046,163168.57,32402.96,195571.53,8449.0,0.0,1689.29,205709.82,0.0,0.0,0.0,0.0,566.0,0.0,0.0,0.0,205775.82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,205709.82,205209.82,0.0,0.0,11/06/2023
"LIVINGSTON, SCOTT",DEM,OPEN,121980.27,86389.57,22675.62,0.0,09/30/2024,626 REXCORP PLAZA,SUITE 603,UNIONDALE,NY,11556,119855.0,2113.75,121968.75,0.0,0.0,0.0,121968.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.52,80389.57,0,0.0,2500.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,2500.0,120968.75,80389.57,0.0,0.0,04/01/2023
"BURLEY, BRIAN J MR.",REP,OPEN,58921.37,49304.2,9897.88,77354.82,09/30/2024,17092 PACIFIC COAST HWY,UNIT 101,HUNTINGTON BEACH,CA,92649,17014.0,12202.0,29216.0,0.0,0.0,0.0,29216.0,0.0,29700.0,0.0,29700.0,5.0,0.0,0.0,0.37,48671.2,0,0.0,0.0,0.0,0.0,0.0,633.0,0.0,0.0,633.0,0.0,28583.0,48666.2,280.71,0.0,01/01/2023
"WILSON, ZACH",REP,OPEN,36759.26,36759.26,0.0,9795.53,05/13/2024,12180 SOUTH 300 EAST,#1104,DRAPER,UT,84120,16999.43,1759.83,18759.26,0.0,0.0,0.0,18759.26,0.0,18000.0,0.0,18000.0,0.0,0.0,0.0,0.0,28554.79,0,0.0,0.0,8204.47,0.0,8204.47,0.0,0.0,0.0,0.0,0.0,18759.26,28554.79,0.0,0.0,01/01/2024
"DUNWOODY, STEPHEN ANDRAE'",DEM,OPEN,31894.45,31829.97,64.48,15769.55,03/31/2024,PO BOX 481,7095 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,5180.0,5470.0,10650.0,0.0,0.0,5474.9,16124.9,0.0,15769.55,0.0,15769.55,0.0,0.0,0.0,0.0,31679.97,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,16124.9,31679.97,0.0,0.0,05/01/2023
"BRAME, MADELINE",REP,CHALLENGER,12112.82,12112.82,0.0,0.0,12/31/2023,81 S BERGEN PL,3D,FREEPORT,NY,11520,4650.0,6762.82,11412.82,0.0,0.0,0.0,11412.82,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,12102.82,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,11402.82,11402.82,0.0,0.0,07/01/2023
"BOUSBAR, SABRINA",DEM,CHALLENGER,222681.71,222406.18,275.53,0.0,08/30/2024,BOX 5254,50 8TH AVE SW,LARGO,FL,33770,147294.83,64777.58,212072.41,4010.3,0.0,6599.0,222681.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203532.18,0,0.0,0.0,0.0,0.0,0.0,18874.0,0.0,0.0,18874.0,0.0,203807.71,203532.18,0.0,0.0,01/01/2024
"MILAN, LAWRENCE E",DEM,CHALLENGER,0.0,25.34,444.92,0.0,03/15/2024,1095 NEWHALL ST,APT D,SAN JOSE,CA,95126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.34,470.26,0.0,03/06/2024
"BUGIE, DOUGLAS GORDON",DEM,CHALLENGER,55786.02,55707.12,78.9,37000.0,06/11/2024,10301 LAKE AVENUE,APOT 807,CLEVELAND,OH,44102,14150.0,4585.0,18735.0,0.0,0.0,0.0,18735.0,0.0,37000.0,0.0,37000.0,51.02,0.0,0.0,0.0,53707.12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,18735.0,53656.1,0.0,0.0,11/17/2023
"TEICHERT, JOHN",REP,OPEN,355612.94,355612.94,0.0,0.0,09/30/2024,PO BOX 3782,1296 CRONSON BLVD,CROFTON,MD,21114,213246.69,131266.08,344512.77,3900.0,0.0,6624.18,355036.95,0.0,0.0,0.0,0.0,575.99,0.0,0.0,0.0,334598.5,0,0.0,0.0,0.0,0.0,0.0,19800.0,0.0,0.0,19800.0,1214.44,335236.95,334022.51,0.0,0.0,10/01/2023
"FERNANDEZ, HILSIA TATIANA",DEM,CHALLENGER,16624.4,15177.41,4387.77,15000.0,09/30/2024,7025 CR 46 A,SUITE 1071-405,LAKE MARY,FL,32746,1400.0,224.4,1624.4,0.0,0.0,0.0,1624.4,0.0,15000.0,0.0,15000.0,0.0,0.0,0.0,0.0,15177.41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1624.4,15177.41,2708.73,0.0,01/01/2023
"BINKLEY, RYAN",REP,CHALLENGER,11884131.37,11881313.16,2818.21,11057500.0,10/31/2024,6841 VIRGINIA PARKWAY,SUITE 103-190,MCKINNEY,TX,75071,188549.0,176684.0,365233.87,14.41,0.0,444574.73,809823.01,0.0,11074308.0,0.0,11074308.0,0.0,0.0,0.0,0.36,11847697.16,0,0.0,0.0,16808.0,0.0,16808.0,16808.0,0.0,0.0,16808.0,0.0,10011672.93,135868841.9,0.0,0.0,04/01/2023
"MCFARLANE, WALTER JAMES III",REP,CHALLENGER,334129.77,325170.07,8959.7,181500.0,09/30/2024,1000 ELM ST,PO BOX 3210,MANCHESTER,NH,3105,85748.82,3224.23,88973.05,0.0,0.0,3156.72,92129.77,0.0,242000.0,0.0,242000.0,0.0,0.0,0.0,0.0,264670.07,0,0.0,0.0,60500.0,0.0,60500.0,0.0,0.0,0.0,0.0,0.0,92129.77,264670.07,0.0,0.0,07/01/2024
"PARRISH, BERNARD KYLE",DEM,OPEN,2392.43,10725.8,0.0,10500.0,09/30/2024,150 WRENN DR,#5472,CARY,NC,27512,500.0,1366.0,1866.0,0.0,250.0,276.43,2392.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8975.8,0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2392.43,8975.8,8333.37,0.0,01/01/2023
"TRUMAN, CECI",REP,CHALLENGER,138016.72,134538.08,3478.64,0.0,09/30/2024,3103 W SUNFLOWER AVE,#27212,SANTA ANA,CA,92799,37379.0,97933.96,135312.96,700.0,0.0,5.0,136017.96,0.0,0.0,0.0,0.0,1430.87,0.0,0.0,567.89,134288.08,0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,250.0,0.0,135767.96,132857.21,0.0,0.0,01/01/2023
"JASEY, KYLE FORT",DEM,CHALLENGER,51350.3,42385.25,8965.05,0.0,03/31/2024,121 ERIE STREET,UNIT 2,JERSEY CITY,NJ,7302,41211.0,9969.0,51180.0,0.0,0.0,0.0,51180.0,0.0,0.0,0.0,0.0,170.3,0.0,0.0,0.0,42385.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51180.0,42214.95,0.0,0.0,07/01/2023
"FORDE, BRIAN",DEM,CHALLENGER,0.0,1595.78,220761.93,0.0,09/30/2024,2913 EL CAMINO REAL,#616,TUSTIN,CA,92782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.78,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,95.78,222357.71,0.0,01/01/2023
"QUINCE, RONALD",NON,CHALLENGER,1509737.77,220781.02,1293199.55,1500000.0,10/16/2024,170 S. GREEN VALLEY PARKWAY,STE. 300,HENDERSON,NV,89012,4692.77,5045.0,9737.77,0.0,0.0,0.0,9737.77,0.0,1500000.0,0.0,1500000.0,0.0,0.0,0.0,0.0,220781.02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9737.77,220781.02,4242.8,0.0,01/01/2024
"LICCIONE, JOHN",DEM,CHALLENGER,284385.76,279912.57,4473.19,257320.85,09/30/2024,6800 GULFPORT BLVD S,STE 201-116,SOUTH PASADENA,FL,33707,3550.0,1709.17,5259.17,0.0,0.0,0.0,5259.17,0.0,272414.35,0.0,272414.35,6708.58,0.0,0.0,3.66,220812.57,0,0.0,0.0,59000.0,0.0,59000.0,100.0,0.0,0.0,100.0,0.0,5159.17,214103.99,0.0,0.0,05/01/2023
"MAPSTEAD, LARS DAMIAN 8319014600",LIB,CHALLENGER,793735.78,917181.68,-114334.17,650557.17,10/31/2024,1840 41ST AVE,STE 102-253,CAPITOLA,CA,95010,12985.0,5521.0,18505.91,0.0,0.0,150229.87,168735.78,0.0,625000.0,0.0,625000.0,0.0,0.0,0.0,0.0,917181.68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9111.73,0.0,01/01/2023
"SALEM, KHALED MR",DEM,CHALLENGER,16000.0,0.0,18700.0,16000.0,09/30/2024,515 OVINGTON AVE,5K,BROOKLYN,NY,11209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000.0,16000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/01/2023
"WEBB, MAJOR MIKE",IND,CHALLENGER,0.0,0.0,0.0,0.0,09/30/2024,3445 WASHINGTON BLVD,# 306,ARLINGTON,VA,22201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/01/2023
"ELDER, LARRY",REP,CHALLENGER,1376324.53,1375552.52,772.01,149395.5,09/30/2024,6500 TOWN CENTER DRIVE,SUITE 1500,COSTA MESA,CA,92626,427867.0,919274.0,1347140.02,3300.0,0.0,0.0,1350440.02,25877.51,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1339151.48,0,0.0,0.0,0.0,0.0,0.0,35951.04,0.0,0.0,35951.04,450.0,7116718.81,6681315.48,0.0,0.0,04/01/2023
"DAZA-FERNANDEZ, ANTONIO MIGUEL",DEM,CHALLENGER,42690.37,41565.39,1124.98,0.0,09/30/2024,3324 PEACHTREE ROAD NE,UNIT 2603,ATLANTA,GA,30326,24692.5,16092.9,40785.4,500.0,0.0,0.0,41285.4,0.0,0.0,0.0,0.0,904.97,0.0,0.0,500.0,41465.39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,41285.4,40560.42,0.0,0.0,07/01/2023
"MORSE, JOHN III",DEM,OPEN,157565.35,152023.07,5542.28,0.0,09/30/2024,1783 FOREST DR.,P.O. BOX 242,ANNAPOLIS,MD,21401,65980.96,48944.39,114925.35,41450.0,0.0,0.0,156375.35,0.0,0.0,0.0,0.0,1190.0,0.0,0.0,0.0,140313.07,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,6000.0,6100.0,5610.0,150275.35,139123.07,0.0,0.0,01/01/2024
"DIAZ, JOHN EDWARD",IND,CHALLENGER,0.0,0.0,0.0,0.0,12/20/2023,C1401 BLUE KNOB,PO BOX 493,CLAYSBURG,PA,16625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09/19/2023
"NEMBHARD, TRAVIS",DEM,OPEN,124051.04,124051.04,0.0,2148.38,09/30/2024,8801 SUDLEY ROAD,SUITE 4302,MANASSAS,VA,20108,92727.0,22228.0,114955.0,0.0,0.0,0.0,114955.0,0.0,7000.0,0.0,7000.0,2096.04,0.0,0.0,0.0,115399.42,0,0.0,0.0,4851.62,0.0,4851.62,3800.0,0.0,0.0,3800.0,0.0,111155.0,113303.38,0.0,0.0,11/28/2023
"GRADY, TONY",REP,CHALLENGER,291015.11,290722.74,292.37,0.0,09/30/2024,748 S. MEADOWS PKWY,STE A-9 #192,RENO,NV,89521,245200.9,36359.21,281560.11,2000.0,0.0,0.0,283560.11,0.0,0.0,0.0,0.0,7455.0,0.0,0.0,0.0,285926.9,0,0.0,0.0,0.0,0.0,0.0,4795.84,0.0,0.0,4795.84,0.0,278764.27,278471.9,0.0,0.0,07/01/2023
"DARIUS, WADESON",DEM,CHALLENGER,30107.5,29051.91,843.0,10415.02,09/30/2024,4700 LB MCLEOD RD,SUITE 2B,ORLANDO,FL,32811,2900.0,300.0,3200.0,0.0,0.0,0.0,3200.0,0.0,24065.48,2842.02,26907.5,0.0,0.0,0.0,0.0,29051.91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200.0,29051.91,0.0,0.0,04/01/2024
"SAYLES, LAURIE-ANNE",DEM,OPEN,83292.5,80991.06,2301.44,11868.67,09/30/2024,20203 GOSHEN RD,PO BOX 332,GAITHERSBURG,MD,20879,55935.11,27107.39,83042.5,250.0,0.0,0.0,83292.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80841.06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,83292.5,80841.06,0.0,0.0,07/01/2023
"BECKER, RICK",REP,OPEN,988330.42,962743.58,25586.84,225000.0,09/30/2024,1500 INTERCHANGE AVE,STE 100,BISMARCK,ND,58501,372278.17,23050.41,395328.58,38051.0,0.0,0.0,433379.58,0.0,550000.0,0.0,550000.0,4950.84,0.0,0.0,0.0,588303.58,0,0.0,0.0,325000.0,0.0,325000.0,46940.0,0.0,0.0,46940.0,2500.0,386439.58,583352.74,0.0,0.0,01/22/2024
"FRANCO, FRANKY",REP,OPEN,123655.64,123655.64,0.0,84912.34,09/30/2024,655 H FAIRVIEW RD,PMB #154,SIMPSONVILLE,SC,29680,36753.23,1990.07,38743.3,0.0,0.0,0.0,38743.3,0.0,84912.34,0.0,84912.34,0.0,0.0,0.0,0.0,123655.64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38743.3,123655.64,0.0,0.0,01/01/2024
"JOHNSON, MICHAEL DON",REP,CHALLENGER,76315.68,63428.72,12886.96,46410.0,09/30/2024,3415 W. LAKE MARY BLVD,#952845,LAKE MARY,FL,32795,2000.0,640.0,2640.0,0.0,0.0,26100.0,28740.0,1165.68,46410.0,0.0,46410.0,0.0,0.0,0.0,0.0,63428.72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28740.0,63428.72,0.0,0.0,04/01/2024
"ARAGON, EDDY",IND,CHALLENGER,0.0,446.03,0.0,0.0,09/25/2024,2309 RENARD PLACE SE,SUITE 204,ALBUQUERQUE,NM,87106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.03,446.03,0.0,01/01/2023
"WINKLER, DAVID JOHN MR.",REP,CHALLENGER,73455.1,11483.0,33400.0,24000.0,09/30/2024,36 TOWNSHIP LINE RD,#104B,ELKINS PARK,PA,19027,16245.0,2647.0,18892.0,0.0,0.0,809.05,19701.05,1654.05,52100.0,0.0,52100.0,0.0,0.0,0.0,0.0,11483.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19701.05,11483.0,6583.91,0.0,04/01/2023
"SCHAFFNER, KATRINA",DEM,CHALLENGER,69745.77,68855.87,34699.31,0.0,11/15/2024,9221 E BASELINE RD,#109-201,MESA,AZ,85209,30654.98,35269.27,65924.25,0.0,3821.52,0.0,69745.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60972.87,0,0.0,7883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69745.77,60972.87,3780.2,0.0,11/05/2023
"SALEM, KHALED",DEM,CHALLENGER,16000.0,0.0,18700.0,16000.0,09/30/2024,515 OVINGTON,5K,BROOKLYN,NY,11209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000.0,16000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/01/2023
"COSTA, JIM",DEM,INCUMBENT,1687173.23,1873963.51,202288.13,0.0,11/25/2024,2037 W BULLARD AVE,# 355,FRESNO,CA,937111200,683222.58,4980.42,688203.0,996513.42,0.0,0.0,1684716.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2456.81,1582005.88,0,0.0,0.0,0.0,0.0,0.0,19630.0,0.0,5000.0,24630.0,267327.63,1660086.42,1582005.88,389078.41,0.0,01/01/2023
"MUND, CARA",REP,OPEN,26472.35,40333.92,1676.87,0.0,09/30/2024,220 E ROSSER AVE,BOX 229,BISMARCK,ND,58501,11110.0,6338.0,17448.0,0.0,0.0,7000.0,24448.0,0.0,0.0,0.0,0.0,2024.35,0.0,0.0,0.0,40333.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24448.0,38309.57,15538.44,0.0,01/01/2023
"FALLICK-WANG, KATRINA",DEM,CHALLENGER,10380.31,7509.78,2870.53,0.0,10/16/2024,2150 S. MAIN,505,SOUTH SALT LAKE,UT,84115,4428.98,5751.33,10180.31,200.0,0.0,0.0,10380.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6855.04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.74,10380.31,6855.04,0.0,0.0,12/26/2023
